SHS_1,SHS_2,SHS_3,SHS_4R,STRESS_1,STRESS_2R,STRESS_3R,STRESS_4,PURPOSE_1,PURPOSE_2,PURPOSE_3,PURPOSE_4,PURPOSE_5,PURPOSE_6,PURPOSE_7,PURPOSE_8,LONELY_1R,LONELY_2,LONELY_3R,LONELY_4,Peer_Nomination,Peer_Happy/Cheerful,Peer_Irritable/Agitated,Peer_Content/Satisfied,Peer_Optimistic/Hopeful,Peer_Dissatisfied/Complaining,Peer_Compassionate/Nurturing,Peer_Kind/Friendly,Peer_Sad/Somber,Peer_Hostile/Argumentative,Peer_Calm/Relaxed,Peer_Distracted/Absent-minded,Peer_Cooperative/Harmonious,Peer_Anxious/Stressed,Peer_Self-critical/Hopeless,Peer_Forgiving/Generous,Peer_Grateful/Appreciative,Peer_Quality,Weeks_Completed,Why_Not_Complete,Why_Not_Complete_TEXT,Weekly_Hours,Weekly_Hours_TEXT,Applied_to_life,Applied_to_life_TEXT,Impact_Happiness,Impact_Relationships,Impact_Work,Impact_Compassion,Impact_Altruism,Impact_Academic,Impact_TEXT,Rate_EMST,Rate_DK,Rate_Guests,Rate_Readings,Rate_Discussions,Rate_Problem_Sets,Rate_Exams,Rate_Check_ins,Rate_Happiness_Practices,Rate_LIVE_Q/A,Forums_Participate,Forums_Community_TA,Forums_Community_TA_TEXT,Forums_NO_TEXT,Value_Week1,Value_Week2,Value_Week3,Value_Week4,Value_Week6,Value_Week7,Value_Week8,Value_Week9,Value_TEXT,Frequency_3_Good_Things,Frequency_Active_Listening,Frequency_Random_Kindness,Frequency_Forgiveness,Frequency_Mindful_Breathing,Frequency_Body_Scan,Frequency_Meditation,Frequency_Self_Compassion_Letter,Frequency_Ideal_Self,Frequency_Gratitude_Journal,Frequency_Gratitude_Letter,Frequency_Awe_Walk,Happiness_3_Good_Things,Happiness_Active_Listening,Happiness_Random_Kindness,Happiness_Forgiveness,Happiness_Mindful_Breathing,Happiness_Body_Scan,Happiness_Meditation,Happiness_Self_Compassion_Letter,Happiness_Ideal_Self,Happiness_Gratitude_Journal,Happiness_Gratitude_Letter,Happiness_Awe_Walk,Happiness_Team_Participate,Happiness_Team_Name,Team_Meeting_Frequency,Team_Meeting_Location,Team_Discussion_Qs,Team_Course_Material,Team_Happiness_Practices,Team_Happiness_Cinema,Team_Group_Project,Team_TEXT,Team_Satisfaction,Team_Suggestions_TEXT,Course_Expectation,Course_Satisfaction,Course_Like_Most_TEXT,Course_Recommend,GGSC_Visit,edx_Changes_TEXT,Course_Changes_TEXT
(5),(6),(4),(3),Almost Never,Fairly Often,Sometimes,Almost Never,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Sometimes,Rarely,Sometimes,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,A Lot,"When I'm anxious or about to have a panic attack, I do mindful breathing to calm myself down. There are also times I feel down by ruminating a past failure but I tried to exercise gratitude and extract what positive lessons I have learned from the failure rather than self criticizing my short coming. ",Very much,Very much,Very much,Very much,Very much,Moderately,,Good,Good,Good,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Satisfactory,No,,,"Due to the lack of time I have, I was unable to contribute to the discussion forums. ",Moderately,Very,Very,Moderately,Extremely,Very,Extremely,Very,,3-4 times,More than 10 times,4-5 times,1-2 times,9-10 times,9-10 times,0 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,2,5,5,4,6,4,1-Not at all,5,4,6,4,5,No,,,,,,,,,,,,Mostly,Extremely,Applying what I learned in the course into my personal and professional life.,Yes,Yes,,"Instructors mention the results of studies that were conducted to demonstrate each week's topic. While the results are revealing, it would be helpful if the instructors can also discuss what were some flaws that way the experiments were conducted because not all studies conducted are without a flaw."
(6),(5),(5),(2),Almost Never,Fairly Often,Fairly Often,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Never,Often,Never,No or don't remember,,,,,,,,,,,,,,,,,,,,,1 hour,,A Lot,,Very much,Very much,Very much,Very much,Very much,Very much,,Satisfactory,Satisfactory,Good,Satisfactory,Terrific,Terrific,Terrific,Terrific,Terrific,Satisfactory,,,,,Very,Very,Very,Very,Very,Very,Very,Very,,1-2 times,3-4 times,1-2 times,1-2 times,1-2 times,3-4 times,3-4 times,3-4 times,1-2 times,1-2 times,1-2 times,1-2 times,4,4,5,6,5,4,6,5,5,4,6,5,No,,,,,,,,,,,,Completely,Extremely,,Yes,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),(4),(5),(3),Almost Never,Fairly Often,Very Often,Almost Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Often,Rarely,Sometimes,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,Extensively,"Gratitude practices, mindfulness practices, endeavouring to practice forgiveness and follow the format outlined in the course, engage even more often in awe-inspiring experiences (e.g. more nature walks, putting my phone down and just paying attention etc); self-compassion. I find that re-reading through the course notes leaves me feeling more positive and I've also noticed that I've become more focused and effective over the past couple of weeks.  In addition, I've shared relevant insights with others e.g. 4 horsemen of the apocalypse, learnings on apologising  ",Very much,Moderately,Moderately,Very much,Moderately,,,Terrific,Terrific,Terrific,Good,Good,Terrific,Terrific,Terrific,Terrific,Terrific,Yes,Yes,"Yes, somewhat akin to the research finding that being primed to realise or recognise that happiness practices have positively impact ed on others. I found it uplifting, heart-warming and enjoyable reading through comments from others, particularly those from the TAs with more advanced knowledge. In fact, it has probably even further piqued my desire to dig deeper into this data. And, if the option were available, I would be very keen to pursue an MA in positive psych at Berkeley (distance learning though as I live in Ireland!)","In general, I read more than I wrote however, I did comment a few times. ",Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"I found the first week the most taxing at the time. however, in revising for the exam, I realised how valuable the insights / history / context were. As repetition strengths those neural pathways so I particularly liked the approach of a mid-term exam with the revision summaries. All of the weeks were practical and, for me, I greatly appreciate the deep sharing of research findings, video presentations from Dacher and Emiliana and the guest lecturers. I genuinely appreciated every week's content and, if there was one, that I leave eager to have spent more time on, it would be attachment theory. Further, there was just one article that I did not appreciate - the article by Michael Kosfeld. I found his comments on marketers to be distracting, judgmental and unfair. Whilst I am a marketer and thus could be accused of defensiveness (!!), I have worked for some of the world's biggest brands and we have never employed such intentionally manipulative strategies. I realise he is actually a business lecturer, rather than a psychologist, and still find it unkind. ",9-10 times,9-10 times,4-5 times,1-2 times,9-10 times,5-6 times,5-6 times,1-2 times,7-8 times,5-6 times,1-2 times,9-10 times,7- Extremely,4,5,2,4,4,5,3,7- Extremely,7- Extremely,7- Extremely,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,"Relevant and practical nature, breadth of knowledge, level of scientific research shared, calibre of course leaders and guest speakers. I believe this course truly has the potential to positively impact on anyone who embarks upon it. I would love if there was a follow-on course (even a paid one) to continue and deepen my knowledge in this field.  ",Yes,Yes,"When the Happiness Practices are shared, it includes information on why this works, the following page is usually a Why and How page and normally is almost entirely repetitive. I would suggest removing that page. I would appreciate if some of the articles were downloadable / could be saved onto laptops for further reading. That said, I'm aware that they are all available on the Greater Good Science Centre website. ","Run a stage 2 course! Run the second Q&A even closer to the exam, I realise it was around Nov 3rd but I was not up to date at that point (perhaps everyone else was!). It's an in-depth course and the summary pages and Q&As are valuable. I realise it would be extremely challenging to administer however, it would be great to have a more challenging exam that encompasses a written paper (open questions). Additionally, I would appreciate a follow-on (optional) exam in about 6 or 8 weeks from now to encourage people to remain engaged with the learnings (via spaced repetition) and practices. "
(4),(4),(4),(2),Sometimes,Sometimes,Fairly Often,Fairly Often,Slightly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot,I use it when I interact with the people in my life,Very much,Very much,Very much,Very much,Very much,Very much,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,No,,,,Very,Very,Moderately,Moderately,Extremely,Extremely,Extremely,Extremely,,6-7 times,5-6 times,9-10 times,5-6 times,4-5 times,4-5 times,4-5 times,4-5 times,4-5 times,3-4 times,1-2 times,0 times,4,4,4,2,3,3,2,2,2,2,2,,No,,,,,,,,,,,,Somewhat,Moderately,,Yes,No,,
A very happy person (7),(5),A great deal (7),Not at all (1),Never,Very Often,Sometimes,Never,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Often,Sometimes,Often,Rarely,Yes,4 - Very,1 - Not at all,4 - Very,5 - Extremely,2 - Slightly,4 - Very,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,2 - Slightly,4 - Very,1 - Not at all,1 - Not at all,5 - Extremely,5 - Extremely,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,,,A Little,It is interesting that quite a few practices were in my natural repertoire of behaviours.  Others txt took more time were in the later part of the course when I was cramming to get it all done so I did not try them.  I WILL though now start my gratitude Journal and write some gratitude letters (and deliver them :-)),Slightly,Slightly,,Slightly,Slightly,,"The course has brought me a deeper knowledge and awareness of the research and confirmations of so many beliefs that I hold dear.  So while I did not feel a major shift in my own happiness, I have to say it is because I have a very high level of starting course happiness.",Good,Good,Good,Terrific,Satisfactory,Satisfactory,Good,Satisfactory,Terrific,Terrific,Yes,No,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,"There was a great deal of repetition in the content per week, but I found this useful to anchor down ideas, and if too repetitive, I skipped some sections.",5-6 times,More than 10 times,More than 10 times,1-2 times,More than 10 times,4-5 times,More than 10 times,0 times,0 times,0 times,0 times,0 times,5,7- Extremely,7- Extremely,3,7- Extremely,7- Extremely,7- Extremely,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Completely,Extremely,"Diversity in presentations, the easy access to the literature and articles.  New ideas and concepts on forgiveness and gratitude.",Yes,Yes,Hard to say,
(4),(4),(3),(4),Almost Never,Very Often,Sometimes,Almost Never,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Often,Sometimes,Sometimes,Sometimes,Yes,3 - Moderately,2 - Slightly,3 - Moderately,3 - Moderately,2 - Slightly,3 - Moderately,3 - Moderately,2 - Slightly,1 - Not at all,3 - Moderately,2 - Slightly,3 - Moderately,2 - Slightly,2 - Slightly,3 - Moderately,4 - Very,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot,"I took an MBSR class at Kaiser last time I took the Happiness of Science course (I did not finish the Happiness course the last time) and once again this time while taking the course mindfulness training is what really helps me with my depression. Also, I more fully appreciate the role gratitude plays in my life. I've always ""seen"" things in nature that others didn't, but putting more intention toward the practice has been very, very positive for me.",Moderately,Moderately,Very much,Very much,Very much,,,Good,Good,Good,Terrific,Poor,Good,Good,Satisfactory,Terrific,Satisfactory,,No,,,Very,Very,Very,Very,Extremely,Extremely,Extremely,Very,,5-6 times,More than 10 times,4-5 times,1-2 times,More than 10 times,6-7 times,4-5 times,1-2 times,1-2 times,0 times,1-2 times,4-5 times,6,4,3,3,7- Extremely,7- Extremely,5,6,7- Extremely,N/A (I didn't do it),3,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,Learning the science behind happiness!,Yes,Yes,"Mostly a really terrific platform, but I hope in the future it will be able to remember my bookmarks between platforms - so if I was on my computer at home and then went to my iPad on a trip, it would remember where I was in the course.","Working full-time I would have liked two weeks between topics - I know that makes for a longer course, but to properly give enough time to the practices takes time and I didn't feel I could really delve into a practice."
Not a very happy person (1),(2),(3),(5),Fairly Often,Sometimes,Fairly Often,Fairly Often,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Sometimes,Often,Sometimes,Often,Yes,4 - Very,3 - Moderately,4 - Very,4 - Very,3 - Moderately,3 - Moderately,4 - Very,2 - Slightly,2 - Slightly,4 - Very,2 - Slightly,2 - Slightly,1 - Not at all,2 - Slightly,5 - Extremely,5 - Extremely,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,6 hours,,Extensively,I am still doing it. I think I need to re.reed everything again. The most important things are those I havent never done before life mindfulness and self compassion was open minder for me,Immensely,Immensely,Immensely,Immensely,Immensely,Immensely,"wow this has been very important. At the beginning I was a litl skeptical but all the cientific data and all the exercises viewed had help me tremendously to indentify the areas where I am doing it wrong. I must stop making other guilt about my own happiness, I must stop being isolated, I want to accept the present time as it is and enjoy the moment",Terrific,Terrific,Good,Good,Satisfactory,Satisfactory,Satisfactory,Good,Terrific,Satisfactory,Yes,Yes,,because I didnt feel like this was being read for anyone.,Moderately,Moderately,Moderately,Moderately,Extremely,Extremely,Extremely,Extremely,The first weeks were good. But didnt noticed extended impact on them. But after the mid term I am so surprised and happy about all this information that I think I will need few months to digest and apply in a good order to my life. I am still working on that everyday.,5-6 times,4-5 times,3-4 times,3-4 times,9-10 times,9-10 times,9-10 times,4-5 times,3-4 times,3-4 times,9-10 times,9-10 times,1-Not at all,1-Not at all,1-Not at all,1-Not at all,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,7- Extremely,No,,,,,,,,,,,,Mostly,Extremely,"the cientific data that support all the information. I loved all the videos and the suggested books. I already purchased few of them. I liked also that most of this articles are well directed. I liked a lot that this course was well planned and presented. I saw numerous investigation, this knowledge in invaluable",Yes,Yes,some videos dont have transcriptions,make the part 2 and 3 of this course would be awesome
(6),(6),(6),(2),Almost Never,Very Often,Very Often,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 3: Kindness & Compassion,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection",I had less time than I thought I would,"I am extremely interested and have loved everything I have read and/or watched so far. I was traveling for a while and that made it hard to keep up and there was a lot more material than I originally expected but I'm happy about that. I am relieved to know the material will continue to be available, at least for the time being. My plan is to continue to work my way through the course when ever I can.",3 hours,,Moderately,"Many of the general concepts are not new to me, although the specifics of the research in many cases was. For this reason the course supported a direction I have already been trying to move in. I was dealing with some specific personal challenges at the start of the course and found the exercises ( like writing down three good things every day) helpful in getting through that period.",Very much,Very much,Moderately,Slightly,Slightly,Moderately,,Terrific,Terrific,Terrific,Terrific,,,,,Terrific,,No,,, I didn't take the course for credit and assumed that was more for the credit students.,Extremely,Extremely,Extremely,,,,,,looking forward to continuing the course,6-7 times,,,,,,,,,,,,7- Extremely,,,,,,,,,,,,No,,,,,,,,,,,,Completely,Extremely, Getting a greater understanding how humans work. I'm interested in where we have room to change and how to avoid wasting energy  trying to change things that are not likely to have the desired outcome.,Yes,Yes,,It was perfect for me.  I'm interested in science and I'm interested in happiness and rather nerdy so this hit my sweet spot like a bulls eye but I have friends who found it too academic. But I believe there is already a lot out there for them so please don't change it.
(5),(4),(4),(3),Sometimes,Fairly Often,Fairly Often,Sometimes,Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Often,Sometimes,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A very happy person (7),(6),(6),(2),Sometimes,Very Often,Fairly Often,Almost Never,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Sometimes,Rarely,Often,Rarely,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,2 - Slightly,4 - Very,4 - Very,1 - Not at all,1 - Not at all,4 - Very,4 - Very,4 - Very,1 - Not at all,2 - Slightly,4 - Very,4 - Very,6 - Excellent,Week 9: Finding Your Happiness Fit & New Frontiers,I had less time than I thought I would,,3 hours,,A Lot,"i tart to do exersise on my day an day, so i create a page of happines and in my day i pus the exersise some times on a week. this is a good thing a had doing and i know this are be good for my life.",Moderately,Moderately,Moderately,Very much,Very much,Very much,"well, i donk know bus i'm a type of person to have more motivation then so much information... so i think is important say the information but is bether wen we have more conversation and history... so becouse that i think i cant have a really challang after this course, but i feell bether in some parts of my life, like on my relashionship whit my grilfriend. its that",Good,Good,Good,Satisfactory,Good,Good,Good,Good,Good,Satisfactory,Yes,No,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,"the introduction is ever necessary, so i cant say no to this part. the power of the social engage is amazing becouse some times we think its not soo nessessary have this tipe of support. kindness and compassion show to us how the kidness can chang the world and why be more prosocial. cooperation and recontiliation its mor like a punch on our face, to say ""hey man, weakup, you cant be so proud! well, amazing topics",More than 10 times,4-5 times,4-5 times,3-4 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,7- Extremely,1-Not at all,7- Extremely,2,6,1-Not at all,1-Not at all,2,2,2,2,2,No,,,,,,,,,,,,Mostly,Very,"know mor how is this relashionship betoin us and our happnes, know news hackslife, and start to see happnes whit a new look",Yes,Yes,just to have a way to translate for another lenguages,maybe talk more about real cases then data shearch.
(6),(6),(4),Not at all (1),Sometimes,Very Often,Sometimes,Sometimes,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Rarely,Rarely,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,Week 4: Cooperation & Reconciliation,There was a change in my life circumstance,,2 hours,,Moderately,,Very much,Very much,Very much,Very much,Very much,Very much,,Satisfactory,Good,Good,Good,Good,Satisfactory,Satisfactory,Good,Good,Good,,No,,,Very,Very,Very,Very,Very,Very,Very,Very,,7-8 times,5-6 times,6-7 times,3-4 times,4-5 times,6-7 times,4-5 times,3-4 times,7-8 times,4-5 times,9-10 times,4-5 times,,,,,,,,,,,,,No,,,,,,,,,,,,Somewhat,Very,,Yes,No,,
(4),(5),(3),(5),Almost Never,Fairly Often,Sometimes,Almost Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,Week 1: Introduction to the Science of Happiness,I had less time than I thought I would,,,,Not at all,,,,,,,,,Good,Good,Good,Poor,Poor,Satisfactory,Poor,Satisfactory,Good,Poor,No,,,,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Mostly,Very,,No,No,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(6),(6),(5),(2),Sometimes,Very Often,Fairly Often,Almost Never,Agree,Agree,Agree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Sometimes,Rarely,Often,Rarely,Yes,4 - Very,2 - Slightly,4 - Very,3 - Moderately,2 - Slightly,4 - Very,4 - Very,2 - Slightly,1 - Not at all,4 - Very,1 - Not at all,4 - Very,2 - Slightly,1 - Not at all,3 - Moderately,4 - Very,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,"Between starting late because I dropped my youngest at UC Davis in September, taking a two week Europe vacation in October and dealing with the election results combined with my sister sustaining fractured vertebrae in a bus incident in Uganda in November I had distractions. That I was able to finish as much of the course as I did is a testament to how important this information is for me.",6 hours,,A Lot,"As a practicing Buddhist who belongs to a sanga and sits with them weekly, I have been doing the mindfulness practices for years. I also started a gratitude journal practice over three years ago. Many of these ideas are not new to me. What has been beneficial is learning about the larger efforts toward happiness. Sitting reading about happiness during this election time was a great antidote to the potential fear and anxiety.",Very much,Moderately,Slightly,Moderately,Moderately,,"One of the fun things about this class was being able to share with others the information I was learning about how to increase happiness. The flow part confirmed that my boredom with work is a more intrinsic issue. Again, I personally found a lot of nourishment from spending this much time each week reading about happiness related topics.",Terrific,Terrific,Terrific,Terrific,Satisfactory,Satisfactory,Satisfactory,Poor,Good,Satisfactory,Yes,Yes,No. ,I mostly did not participate in the forums because I started the class two weeks after the start and so was continuously behind.,Extremely,Moderately,Very,Extremely,Slightly,Very,Moderately,,The topics that I had less experience with were more valuable than those which I have been practicing for years. As a follower of Thich Nhat Hanh I have been training in mindfulness for eleven years so that section was less robust than I would find useful.,4-5 times,More than 10 times,3-4 times,1-2 times,More than 10 times,0 times,More than 10 times,0 times,0 times,More than 10 times,0 times,More than 10 times,5,7- Extremely,3,2,7- Extremely,N/A (I didn't do it),4,N/A (I didn't do it),N/A (I didn't do it),6,N/A (I didn't do it),7- Extremely,No,,,,,,,,,,,,Completely,Extremely,Having positive information to learn.,Yes,Yes,The transcripts of the videos need to be edited to match the spoken words.,The sense that Dacher and Emiliana were reading from a script below the camera for the videos was distracting.
(5),(4),(4),(2),Almost Never,Fairly Often,Sometimes,Almost Never,Slightly Agree,Slightly Agree,Mixed/ Neither,Mixed/ Neither,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,A trip came on my way. I am signing up again to finished it and take middle and final exam. Also. it has been so instructive that  definitely I must finished it.  I would like to pass this information in Spanish to people in Colombia . A pace agreement had been signed with guerrillas  but no one understands that peace and happiness starts from inside out and not because the country circumstances.  Thank you for giving me the opportunity to access all this amazing information. It is just a new way to see life. ,5 hours,,A Lot,"I was using in the pass some of these practices after reading Eckard Tolle books ,The Power of Now and the New Earth.",Very much,Very much,Moderately,Very much,Moderately,Moderately,,Terrific,Terrific,Terrific,Terrific,Good,Terrific,Terrific,Satisfactory,Terrific,Good,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sometimes,Sometimes,Sometimes,Almost Never,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Agree,Slightly Disagree,Mixed/ Neither,Sometimes,Sometimes,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",It took longer than I expected,,3 hours,,Moderately,"Wake up every morning and reflect on how life is a gift. 
Practice a type of mediation daily. 
Try to be mindful when walking. 
Try to be aware of my feelings and question why I might be feeling a certain way. 
Try to talk to myself in a more compassionate way, as if talking to a friend.
Continue my studies with a few of the books recommended and also the gg website.",Moderately,Very much,Slightly,Slightly,Slightly,,,Terrific,Terrific,Terrific,Terrific,Good,Good,Good,Good,Terrific,Good,Yes,No,,"I didn't participate much because it was too time consuming, and I also prefer to reflect in a personal journal rather than a discussion forum. ",Very,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Very,,4-5 times,6-7 times,0 times,1-2 times,0 times,3-4 times,4-5 times,1-2 times,1-2 times,3-4 times,1-2 times,4-5 times,5,5,N/A (I didn't do it),5,N/A (I didn't do it),3,5,6,4,5,5,6,No,,,,,,,,,,,,Completely,Extremely,"Videos, readings, practice activities, resources for more.",Yes,Yes,I don't know.,I don't know.
(6),More happy (7),(6),(2),Never,Fairly Often,Very Often,Never,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Never,Often,Sometimes,Yes,1 - Not at all,,2 - Slightly,1 - Not at all,2 - Slightly,1 - Not at all,2 - Slightly,4 - Very,1 - Not at all,3 - Moderately,2 - Slightly,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,1 - Not at all,2 - Poor,"Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection",I had less time than I thought I would,,3 hours,,A Lot,,Very much,Moderately,,Moderately,Slightly,,"When I found out about the 'secret' to a happy life, I started to prioritize my friendships/relationships more, and it has made me happier. I stopped isolating myself from my blockmates that I weren't close with. In addition, knowing the science of touch has influenced me to hug friends often and even tell them about the benefits of touch/hugs!
Knowing about empathy has made me more concerned about being able to understand others' pain, and I think it's important so I can be able to help others better.",Good,Good,Good,Good,Good,Good,,Satisfactory,Good,,Yes,No,,"I just wanted to read the insights of others, either because of fear of being judged for my opinions or I had no insights on the topic.",Very,Extremely,Very,,,,,,,3-4 times,0 times,,,,,,,,1-2 times,,,4,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),4,N/A (I didn't do it),N/A (I didn't do it),No,,,,,,,,,,,,Completely,Very,Learning about how I can be 'better' at interacting with others to increase my overall happiness and theirs,Yes,Yes,,
